sentiment,text
Neutral,RT @DobaDarris: @Dvlan_ @MrChuckD @afrofactz @NicolasSarkozy PE could probably drop a whole album just responding to last night's #GOPDebat…
Neutral,"RT @JamesFTInternet: And now, a live picture from the 'warm up"" #GOPDebate in Cleveland:
#ClownCar http://t.co/xJTnrV0uDK"
Neutral,@tiffinit @jessilespie @JDante_PR @selhussain love your @Storify! #GOPDebate
Negative,I assume you guys didn't boo a gay soldier this time only because the opportunity didn't arise. #RSG15 #GOPDebate http://t.co/ZVr7QxxDgH
Neutral,RT @Things4WhitePpl: Watching the #GOPDebate just to see what Trump will say
Negative,Just finished the #GOPDebate. Two hours of excellent tough questions without a single one being properly answered or addressed.
Negative,And the focus group post #GOPDebate was a liberal eyesore. @FrankLuntz your focus groups are a disgrace and do no  justice. #wasteoftime
Neutral,"RT @Padoozles: Big wigs know who the big wigs are!   Good job today, @GovernorPerry! #GOPDebate #Perry2016  https://t.co/9ilmNXdeIb"
Neutral,Last night’s GOP debate made it clear - cyber security is the new national security http://t.co/3wXF9Jcp0a #GOPDebate
Negative,"Hilarious coverage of last night's #GOPDebate, from my colleague Al Perrotta:  Ten Guys Walk Onto a Stage… https://t.co/qBiMm8AoW9"
Negative,"If you saw any tears during Jon Stewart's last night on The Daily Show, just pretend I laughed so hard I cried watching the #GOPDebate."
Neutral,"#CarlyFiorina ""Why I'm running for President."" #GOPDebate http://t.co/Py84nEwRvT"
Neutral,RT @cargillcreative: #GOPDebate vs. #JonVoyage: Who Won Social Last Night?  http://t.co/GyIO65DjSS by @AnnaRawsuh via @ovrdrv
Negative,RT @AJC4others: Oh no he didn't.. Ye shall know them by their fruit?!  #GOPDebate  they use law not ethics or GOD to get donations and peda…
Neutral,"Last night's #GOPDebate on @FoxNews outdrew the Women's World Cup finals. #TheTrumpFactor
http://t.co/mXUqd2990J"
Neutral,Who Won The Debate? Dick Morris TV: Lunch Alert! http://t.co/4XvN7N5lv1 #GOPDebate #Election2016 @realDonaldTrump @tedcruz @GovChristie @GOP
Positive,RT @KaivanShroff: Biggest winner of tonight's #GOPDebate was far and away Hillary Clinton.
Positive,"The Master of Useful Humor

#gopdebate #imwithhuck #gop #ccot #teaparty #tcot #makedclisten #wethepeople #uniteright
http://t.co/DmWCGGCwmy"
Positive,That's a wrap! So blessed to have been able to be apart of it all 🇺🇸�?��?�?��?��? #gopdebate #kasich4us https://t.co/NfwJVLpt96
Neutral,RT @MatthewArco: Christie has had about 5 minutes worth of talking time so far. #GOPdebate
Negative,"RT @greatbong: #GOPDebate God speaks to all the GOP candidates. If that does not make you an atheist , I dont know what will."
Neutral,RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @messagingmatt @StCyrlyMe2 @beetrix @Jenn4Laughs @dmiller23 @msbellows …
Positive,RT @hilderestad: Republican strategist @FrankLuntz 's focus group during #GOPDebate ended up decidedly not liking Trump by end of debate.
Positive,"Kim Kardashian can make a sex tape, have a TV show &amp; do a promo pose with Hillary, but Trump can't call a women a dog. #GOPDebate #PC"
Negative,RT @DennisPrager: Donald Trump's unwillingness to pledge not to run as an independent should immediately disqualify him in every Republican…
Positive,"RT @alexandraheuser: NYT Lib take on #GOPDebate On support4 Trump audience @ NY beer hall “In a room full of progressives, u better believe…"
Neutral,Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/90Xa4VCINU @WSJ http://t.co/bcTaj3xDGA
Neutral,@gop general session in #Cleveland post #GOPDebate http://t.co/8Wd0PZWMfD
Neutral,Twitter declares Carly Fiorina the #GOPDebate winner http://t.co/fHA3t6UY3u
Positive,"RT @Writeintrump: I'm the only one on stage who can handle Iran. If anyone can understand Persians, it's a guy who lives in a Gold Penthous…"
Positive,"RT @madisongesiotto: ""We've got to unite our country again because we are stronger when we are united"" @JohnKasich @FoxNews #GOPDebate"
Positive,RT @cenkuygur: John Kasich is doing something bold- not pandering to the base.Wonder if he gets points for courage.Maybe gets respect for t…
Positive,For once I agree with 90% of @camillepaglia 's assessment: #GOPDebate http://t.co/BxuNX9UkDf
Negative,"RT @roseperson: Can you imagine 10 women, each hoping to run the country, all vowing to intervene in men's decisions about their own bodies…"
Neutral,Orange Kryptonite: Gives superpowers to any animal that touches it. #GOPDebate  https://t.co/L9niLaUMLR
Negative,"RT @TuneInfinity: After last nights #GOPDebate, if that's The future of the #USA then we have a lot to worry about"
Positive,"#CamillePaglia on #GOPdebate (sadly, I agree with most she says) http://t.co/nrUgsn3XIu via @thr"
Negative,"Just as we get the world we deserve, the #GOP gets the candidates it deserves. If you don't like Trump, look in the mirror. #GOPDebate"
Negative,Lol- I just realized there are people that are taking this Trump run for presidency FOR REAL.  My bad.  #GOPDebate
Neutral,WSJ: Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/PhB2PfYIWw http://t.co/7mEmW9MkCt
Neutral,perfect summation of the #GOPDebate https://t.co/P2D2SEwvvl
Neutral,#GOPDebate FACT CHECKED! And The Results Are...... #EDShow #POLITICSNATION #UPPERS #NERDLAND #HANNITY #OreillyFactor http://t.co/PlTpUdHNkT
Positive,"Now that the dust is settling from last night, it's becoming clear that #JohnKasich won and helped himself the most. #GOPDebate #2016"
Positive,@realDonaldTrump explains campaign finance at #GOPDebate lat night. Very insightful piece by @voxdotcom http://t.co/LostDaifAn
Neutral,RT @cathyjets: Retweeted by JK Rowling. So accurate after the #GOPDebate last night and #JonVoyage  https://t.co/pJPSzkPAA8
Neutral,RT @jfreewright: God's making an appearance? Cool! #GOPDebate
Neutral,RT @alexandraheuser: Liberals love her - very promoting -  just sayin'  #Fiorina #GOPDebate  https://t.co/CJKBDxZyot
Neutral,RT @mitchellreports: Back in DC for #AMR on @msnbc today &amp; post #GOPdebate talk w/ @TheFix @capehartj @kellyo @katyturnbc at noon ET
Neutral,"Break down of #GOPDebate from transcript. Use of words (as related to ecosystems) oil, climate, environment=0. Energy= 2x by Bush, 1 Walker"
Negative,"RT @TheBaxterBean: ""If guns don't kill people why are they strickly forbidden anywhere near #GOPdebate?""

#DebateQuestionsWeWantToHear http…"
Positive,"#Fiorina is presidential material.  Looking forward to seeing her surge.
#GOPDebate"
Positive,.@megynkelly slayed the #GOPDebate and asked thought provoking questions. �?�?� or else @realDonaldTrump wouldn't be tweeting about it.
Negative,The perfect remedy for a #GOPDebate hangover is to #FF @KyBurg  @FutureBoston  @Sycamoron  @NewPoll_inTown
Positive,Love @washingtonpost's video re-cap of the #GOPDebate: http://t.co/Ikp4M4hAAD
Negative,I listened to the #GOPDebate &amp; got a different feel than the TV pundits. @realDonaldTrump was the smartest racist/ misogynist on stage.
Negative,"RT @MeganSmiles: You also left out the collapse of @megynkelly 
Her obvious bias was unprofessional &amp; childish #GOPDebate #KellyFile  https…"
Neutral,Last night's #GOPDebate in a nutshell. http://t.co/yQW1HmwGX8
Positive,RT @ShannaR86570997: “@megynkelly: #KellyFile is LIVE now with reaction to #GOPDebate your @realDonaldTrump attack was obvious why are u so…
Neutral,RT @ChristianMale87: I took screenshots of the results of the .@FoxNews #ElectionHQ from the #GOPDebate. Not surprised by the results. http…
Negative,#GOPDebate How do you spell disappointment? M-e-g-y-n k-e-l-l-y
Negative,"RT @Diane_7A: As president, would you make THIS FACE? #GOPDebate http://t.co/3oV2pV8UGL"
Neutral,"#GOPDebate Republicans say it's raining;Democrats say its sunny.Rather than go outside&amp;see for themselves,the media reports the controversy"
Neutral,"The perfect remedy for a #GOPDebate hangover is to #FF @ShaunKing  
@Oregonemom   @Joseph_Santoro  @BWheatnyc @S_Cosgrove @caitlinchris"
Positive,".@KObradovich on Trump &amp; #GOPDebate: "" been bulletproof so far in the race and that’s unlikely to change"" #iacaucus http://t.co/HFvzJIxXJY"
Neutral,"RT @rachelhills: For sex talk that's a little less crazy than last night's #gopdebate, here's @AngelaLedgerwoo and I on @litupshow: http://…"
Neutral,"RT @SteveKrak: My Final Four GOP candidates in 2016 picks were Rubio, Jeb, Rand &amp; Fiorina: https://t.co/wi3h7QWRIJ After #GOPDebate, what a…"
Negative,The Democrats love to keep people poor and confused in order to make them slaves to their party. Liberals are for chaos. #GOPDebate #Trump
Positive,".@CNN is breaking down the debate with fact checks, good to see the media actually holding some of the candidates accountable. #GOPDebate"
Positive,Good explanation as to why #Trump surges ahead of other #cuckservative candidates. #GOPDebate http://t.co/hagmnn1Tv7 http://t.co/WOkhF3sU88
Neutral,RT @Anomaly100: Donald Trump: Megyn Kelly Is A Bimbo For Asking Me About My Misogynistic Comments http://t.co/PsEZgVLdfr #GOPDebate http://…
Neutral,RT @iDXR: The Republicans are telling on America tonight. #GOPDebate https://t.co/jGQAraeKU4
Neutral,The perfect remedy for a #GOPDebate hangover is to #FF @pharris830 @mharvey816  @comebackdecade  @GlenThePlumber  @RFSchatten
Neutral,Guy in grey shirt is open carrying. Don't know who he is. #GOPDebate #ScottWalker http://t.co/M05rAO00ky
Negative,The perfect remedy for a #GOPDebate hangover is to #FF @messagingmatt @StCyrlyMe2 @beetrix @Jenn4Laughs @dmiller23 @msbellows @liberal98
Negative,"Watched the #GOPDebate from last night and damn, trump went off.Polls are showing that most people think he won will be interesting goin fwd"
Neutral,"RT @deray: And now, the #GOPDebate addresses the movement."
Positive,@RealBenCarson congrats on crossing 2 million likes on FB! #BC2DC16 #whitecoat2whitehouse #GOPDebate #BCtoDC16
Negative,RT @Mudflats: For those of you who missed the #GOPDebate #FoxDebate - here's the highlight reel. http://t.co/Lyd7SGLGRB
Negative,My take on the #GOPDebate: it wasn't a true debate. Except for a handful of onstage battles it was really just people answering questions
Positive,By far the best part of the #GOPDebate is the hostess @megynkelly �?�?
Negative,Yes or no if Jeb Bush wears Spanx #GOPDebate
Negative,@HillaryClinton took a selfie with Kim K. The #GOPDebate was a bonafide shit show and Jon Stewart is off the air. I weep for America.
Positive,Love when the #GOPDebate takes over @mamasbarnyc - That hair looks great on the big screen @realDonaldTrump http://t.co/Tq7EZQeFMM
Negative,The Last 15 min of the #GOPDebate was #insane #god was invoked so many times it reminded me of #ISIS #liberal #Secularism #equalityforall
Negative,RT @MattGubser: Didn't watch the #GOPdebate because my TV doesn't get 1954.
Positive,"RT @YaakovSchapiro: My #GOPDebate analysis, 10) Gov. Kasich = A rising star in republican politics, Shows strong leadership, Will definitel…"
Positive,"RT @YaakovSchapiro: My #GOPDebate analysis, 9) Gov. Christie = Come back kid, Powerful, Knows how to punch, Had some great points, will ris…"
Negative,"Dear Republican Party, you broker the Donald, you own him. Pony up, Bitch. #GOPDebate #2016"
Neutral,RT @leslieshedd: .@AaronBlakeWP: “@CarlyFiorina is versed in everything.�? http://t.co/rlJz1QOS8c #GOPDebate #Carly2016
Negative,No substance. All talk about issues that only matter to the rich.  #GOPDebate was a failure of political process.  https://t.co/3NmnxWOYHH
Neutral,"Nice. If America elects #Hillary, we will have another entertainer in chief in office. #GOPDebate  https://t.co/3LVlEiUkoI"
Negative,RT @MattGoldich: Not one other candidate willing to take a hard line on Rosie O'Donnell. Shameful. #GOPDebate
Neutral,RT @ChantaBSN: Read @docrocktex26 twitter feed for #GOPDebate real talk.
Negative,#JebBush at the first #GOPDebate. http://t.co/m0ygq0jJml
Positive,"RT @YaakovSchapiro: My #GOPDebate analysis, 8) (Rabbi) Dr. Carson = Too soft, does have ideas, Needs some major good moments, Has zero to l…"
Negative,RT @CarolHello1: #GOPDebate: @FoxNews Failed https://t.co/GCLQY4kaq5
Neutral,RT @HaroldItz: For the savviest #GOPdebate analysis and campaign news for progressives get a free subscription to the @nationalmemo's daily…
Positive,"#GOPDebate made me think about who'd I want to listen to &amp; see on my TV every day? Walker, Carson, Kasich, Huckabee -Yes Hillary, Carly-NO"
Positive,Trump schooling Chris Wallace reminded me of that scene in Back To School where Dangerfield schooled the nerdy biz professor. #GOPDebate
Negative,RT @alexandraheuser: YYYYY do NON Conservatives get all the coverage and PROMOTION on #FoxNews ??? http://t.co/FhoI6AOsWf #FoxNews #GOPDeba…
Negative,@aliseeeeb captured the #GOPDebate perfectly http://t.co/3UNfah5r4A
Positive,Thank goodness this whacko was interviewed #GOPDebate I mean she clearly is a visionary. http://t.co/TSuQ5nmznL
Neutral,Actual picture of trump at the #GOPDebate last night. #parksaandrec http://t.co/7OGgAP9ear
Positive,The #DonaldTrump show! #foxnews #GOPDebate http://t.co/fO3D5Ad0ag
Negative,"RT @YaakovSchapiro: My #GOPDebate analysis, 7) Sen. Paul = Can be nasty, I personally dont like his tone, Does show leadership, Will hover …"
Neutral,"RT @BettyBowers: Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate"
Negative,The GOP candidates were grilled.  Hard.  Expecting softballs on the Dem side #GOPDebate #tcot #ccot #ycot http://t.co/lU2h8mspy9
Negative,.@megynkelly doesn't like @realDonaldTrump or @AnnCoulter. I wonder why. #AntiWhites FORCE #immigration/#assimilation. #GOPdebate #FoxNews
Positive,"Great, great list idea for localization of election coverage: http://t.co/3yrrQf7AxL #GOPDebate"
Negative,LMFAO ROFL hahahaha. What I wouldn't give to see 1980s Shit Lord Ron Paul on that stage. #GOPDebate
Positive,At least #DonaldTrump can make you laugh. Hope Americans can see beyond that. Trouble in paradise orelse #GOPDebate  https://t.co/0DiB68mbJn
Negative,"After hearing the summary from the  #GOPDebate last night, if a Republican wins the election, we're screwed"
Positive,"RT @YaakovSchapiro: My #GOPDebate analysis 6) Ted Cruz = A true reaganite, Strong principles, Had great moments, Not a politician, Will ris…"
Negative,"#GOPDebate TRUMP ""gotcha questions"" not enlightening, but anger provoking; very disappointing @BillHemmer &amp; @marthamaccallum much better"
Neutral,Funny how the #MSM shares their mocking attitude w Europeans towards taxpaying Americans. (The ones who save their a$$es in war.) #GOPDebate
Positive,@rhondalevaldo @JohnKasich brought up initiatives but journalist moderators didn't follow up w/ him. @TalkPoverty #GOPDebate
Negative,RT @KyleKulinski: Ted Cruz is carrying an AR15. Says it's his right to bring it on stage. #GOPDebate
Negative,"Breaking: Rosie O'Donnell responds to Trump by snapping angry selfie...
#GOPDebate http://t.co/hF0vZjFOD3"
Neutral,"Fact- checking the #GOPDebate, late night edition. http://t.co/TUhDUuj83r via @factcheckdotorg #FoxNewsDebate"
Negative,Is FOXNews a long-game liberal conspiracy to drive the Republican Party so far right that it will never win a general election? #GOPdebate
